key_id,player_id,family_name,given_name,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link,full_name
37,P-04927,Ablanedo,Juan Carlos,1963-09-02,1,0,0,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Juan_Carlos_Ablanedo,Juan Carlos Ablanedo
38,P-05268,Abonyi,Attila,1946-08-16,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Attila_Abonyi,Attila Abonyi
39,P-02166,Aboubakar,Vincent,1992-01-22,0,0,0,1,3,"2010, 2014, 2022",https://en.wikipedia.org/wiki/Vincent_Aboubakar,Vincent Aboubakar
40,P-05068,Aboukhlal,Zakaria,2000-02-18,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Zakaria_Aboukhlal,Zakaria Aboukhlal
41,P-02897,Abouzeid,Taher,1962-04-10,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Taher_Abouzeid,Taher Abouzeid
42,P-01212,Abrahamsson,Henock,1909-10-29,1,0,0,0,1,1938,https://en.wikipedia.org/wiki/Henock_Abrahamsson,Henock Abrahamsson
43,P-09321,Abramczik,Rüdiger,1956-02-18,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/R%C3%BCdiger_Abramczik,Rüdiger Abramczik
44,P-06302,Abrami,Lahcen,1969-12-31,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Lahcen_Abrami,Lahcen Abrami
45,P-09628,Abreu,Marco,1974-12-08,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Marco_Abreu,Marco Abreu
46,P-00305,Abreu,Sebastián,1976-10-17,0,0,0,1,2,"2002, 2010",https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Abreu,Sebastián Abreu
47,P-08516,Acácio,not applicable,1959-01-20,1,0,0,0,1,1990,https://en.wikipedia.org/wiki/Ac%C3%A1cio_(footballer),not applicable Acácio
48,P-09912,Acasuzo,Eusebio,1952-04-08,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Eusebio_Acasuzo,Eusebio Acasuzo
49,P-09766,Aceros,Germán,1938-09-30,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/Germ%C3%A1n_Aceros,Germán Aceros
50,P-00930,Aceval,Danilo,1975-09-15,1,0,0,0,1,1998,https://en.wikipedia.org/wiki/Danilo_Aceval,Danilo Aceval
51,P-00538,Acevedo,David,1937-02-20,0,1,0,0,1,1958,https://en.wikipedia.org/wiki/David_Acevedo,David Acevedo
52,P-08731,Acevedo,Eduardo Mario,1959-09-25,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Eduardo_Mario_Acevedo,Eduardo Mario Acevedo
53,P-06459,Acevedo,Elmer,1946-02-24,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Elmer_Acevedo,Elmer Acevedo
54,P-03088,Achá,Alberto,1917-02-18,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Alberto_Ach%C3%A1,Alberto Achá
55,P-02305,Achilier,Gabriel,1985-03-24,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Gabriel_Achilier,Gabriel Achilier
56,P-04314,Achúcarro,Ignacio,1936-07-31,0,1,0,0,1,1958,https://en.wikipedia.org/wiki/Ignacio_Ach%C3%BAcarro,Ignacio Achúcarro
57,P-03364,Aćimović,Jovan,1948-06-21,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Jovan_A%C4%87imovi%C4%87,Jovan Aćimović
58,P-09335,Ačimovič,Milenko,1977-02-15,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Milenko_A%C4%8Dimovi%C4%8D,Milenko Ačimovič
59,P-01072,Acosta,Jhonny,1983-07-21,0,1,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Jhonny_Acosta,Jhonny Acosta
60,P-06737,Acosta,Kellyn,1995-07-24,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Kellyn_Acosta,Kellyn Acosta
61,P-06267,Acquah,Afriyie,1992-01-05,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Afriyie_Acquah,Afriyie Acquah
62,P-01161,Acuña,Clarence,1975-02-08,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Clarence_Acu%C3%B1a,Clarence Acuña
63,P-07925,Acuña,Juan,1923-01-11,1,0,0,0,1,1950,https://en.wikipedia.org/wiki/Juan_Acu%C3%B1a,Juan Acuña
64,P-00425,Acuña,Marcos,1991-10-28,0,1,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Marcos_Acu%C3%B1a,Marcos Acuña
65,P-03534,Acuña,Roberto,1972-03-25,0,0,1,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Roberto_Acu%C3%B1a,Roberto Acuña
66,P-04247,Adam,Glen,1959-05-22,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Glen_Adam,Glen Adam
67,P-04643,Adamache,Stere,1941-08-17,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Stere_Adamache,Stere Adamache
68,P-07600,Adamec,Jozef,1942-02-26,0,0,0,1,2,"1962, 1970",https://en.wikipedia.org/wiki/Jozef_Adamec,Jozef Adamec
69,P-00475,Adams,Ferdinand,1903-05-03,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Ferdinand_Adams,Ferdinand Adams
70,P-00426,Adams,Stephen,1989-09-28,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Stephen_Adams_(footballer),Stephen Adams
71,P-08829,Adams,Tony,1966-10-10,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Tony_Adams,Tony Adams
72,P-01886,Adams,Tyler,1999-02-14,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Tyler_Adams,Tyler Adams
73,P-09183,Adamson,Jimmy,1929-04-04,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Jimmy_Adamson,Jimmy Adamson
74,P-04040,Adãozinho,not applicable,1923-04-02,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Ad%C3%A3o_Nunes_Dornelles,not applicable Adãozinho
75,P-04879,Addo,Eric,1978-11-12,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Eric_Addo,Eric Addo
76,P-05466,Addo,Otto,1975-06-09,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Otto_Addo,Otto Addo
77,P-07542,Addy,Lee,1985-09-26,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Lee_Addy,Lee Addy
78,P-01646,Adebayor,Emmanuel,1984-02-26,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Emmanuel_Adebayor,Emmanuel Adebayor
79,P-03299,Adekugbe,Sam,1995-01-16,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Sam_Adekugbe,Sam Adekugbe
80,P-00455,Adelardo,not applicable,1939-09-26,0,0,1,0,2,"1962, 1966",https://en.wikipedia.org/wiki/Adelardo_Rodr%C3%ADguez,not applicable Adelardo
81,P-02323,Adeleye,Dele,1988-12-25,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Dele_Adeleye,Dele Adeleye
82,P-03149,Ademir,not applicable,1922-11-08,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Ademir_Marques_de_Menezes,not applicable Ademir
83,P-00099,Adepoju,Mutiu,1970-12-22,0,0,1,0,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Mutiu_Adepoju,Mutiu Adepoju
84,P-06863,Adeyemi,Karim,2002-01-18,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Karim_Adeyemi,Karim Adeyemi
85,P-05712,Adiyiah,Dominic,1989-11-29,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Dominic_Adiyiah,Dominic Adiyiah
86,P-04455,Adjei,Sammy,1980-09-01,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Sammy_Adjei,Sammy Adjei
87,P-04434,Ado,not applicable,1946-07-04,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Ado_(footballer),not applicable Ado
88,P-07752,Adomah,Albert,1987-12-13,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Albert_Adomah,Albert Adomah
89,P-05688,Adriano,not applicable,1982-02-17,0,0,0,1,1,2006,"https://en.wikipedia.org/wiki/Adriano_(footballer,_born_1982)",not applicable Adriano
90,P-00288,Advíncula,Luis,1990-03-02,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Luis_Adv%C3%ADncula,Luis Advíncula
91,P-05429,Aebischer,Michel,1997-01-06,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Michel_Aebischer,Michel Aebischer
92,P-00665,Aeby,Georges,1910-09-10,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Georges_Aeby,Georges Aeby
93,P-08216,Aeby,Paul,1910-09-10,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Paul_Aeby,Paul Aeby
94,P-03490,Afellay,Ibrahim,1986-04-02,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Ibrahim_Afellay,Ibrahim Afellay
95,P-01217,Afful,Harrison,1986-06-24,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Harrison_Afful,Harrison Afful
96,P-06495,Afif,Akram,1996-11-18,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Akram_Afif,Akram Afif
97,P-00258,Afolabi,Rabiu,1980-04-18,0,1,0,0,2,"2002, 2010",https://en.wikipedia.org/wiki/Rabiu_Afolabi,Rabiu Afolabi
98,P-00861,Afonin,Valentin,1939-12-22,0,1,1,0,2,"1966, 1970",https://en.wikipedia.org/wiki/Valentin_Afonin,Valentin Afonin
99,P-08286,Afonsinho,not applicable,1914-03-08,0,0,1,0,1,1938,"https://en.wikipedia.org/wiki/Afonsinho_(footballer,_born_1914)",not applicable Afonsinho
100,P-07955,Afriyie,Daniel,2001-06-26,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Daniel_Afriyie,Daniel Afriyie
101,P-08737,Agassa,Kossi,1978-07-02,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Kossi_Agassa,Kossi Agassa
102,P-04556,Agbim,Chigozie,1984-11-28,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Chigozie_Agbim,Chigozie Agbim
103,P-06106,Agbo,Hans,1967-09-26,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Hans_Agbo,Hans Agbo
104,P-04261,Agboh,Kuami,1977-12-28,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Kuami_Agboh,Kuami Agboh
105,P-06587,Agbonavbare,Wilfred,1966-10-05,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/Wilfred_Agbonavbare,Wilfred Agbonavbare
106,P-01604,Agger,Daniel,1984-12-12,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Daniel_Agger,Daniel Agger
107,P-05915,Aghahowa,Julius,1982-02-12,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Julius_Aghahowa,Julius Aghahowa
108,P-02244,Agoos,Jeff,1968-05-02,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Jeff_Agoos,Jeff Agoos
109,P-00349,Agrebi,Hamadi,1951-03-20,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Mohamed_Ben_Rehaiem,Hamadi Agrebi
110,P-07196,Agu,Alloysius,1967-07-12,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/Alloysius_Agu,Alloysius Agu
111,P-08441,Águas,Rui,1960-04-28,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Rui_%C3%81guas_(footballer),Rui Águas
112,P-03694,Aguerd,Nayef,1996-03-30,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Nayef_Aguerd,Nayef Aguerd
113,P-05571,Agüero,Juan Bautista,1935-06-24,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Juan_Bautista_Ag%C3%BCero,Juan Bautista Agüero
114,P-00204,Agüero,Sergio,1988-06-02,0,0,0,1,3,"2010, 2014, 2018",https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero,Sergio Agüero
115,P-01878,Aguilar,Abel,1985-01-06,0,0,1,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Abel_Aguilar,Abel Aguilar
116,P-00449,Aguilar,Paul,1986-03-06,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Paul_Aguilar,Paul Aguilar
117,P-01344,Aguilar,Samuel,1933-03-16,1,0,0,0,1,1958,https://en.wikipedia.org/wiki/Samuel_Aguilar,Samuel Aguilar
118,P-04660,Aguilera,Brandon,2003-06-28,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Brandon_Aguilera,Brandon Aguilera
119,P-07344,Aguilera,Carlos,1964-09-21,0,0,0,1,2,"1986, 1990",https://en.wikipedia.org/wiki/Carlos_Aguilera_(Uruguayan_footballer),Carlos Aguilera
120,P-02706,Aguilera,Carlos,1969-05-22,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Carlos_Aguilera_(Spanish_footballer),Carlos Aguilera
121,P-03772,Aguilera,Edgar,1975-07-28,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Edgar_Aguilera,Edgar Aguilera
122,P-00430,Aguilera,Juan,1903-10-23,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Juan_Aguilera_(Chilean_footballer),Juan Aguilera
123,P-01329,Aguilera,Oscar,1935-03-11,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Oscar_Aguilera,Oscar Aguilera
124,P-00841,Aguinaga,Álex,1968-07-09,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/%C3%81lex_Aguinaga,Álex Aguinaga
125,P-07936,Aguirre,Francisco,not available,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Francisco_Aguirre_(Paraguayan_footballer),Francisco Aguirre
126,P-05414,Aguirre,Javier,1958-12-01,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Javier_Aguirre,Javier Aguirre
127,P-03425,Agyei,Daniel,1989-11-10,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Daniel_Agyei,Daniel Agyei
128,P-09974,Agyemang-Badu,Emmanuel,1990-12-02,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Emmanuel_Agyemang-Badu,Emmanuel Agyemang-Badu
129,P-08828,Ahlström,Thomas,1952-07-17,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Thomas_Ahlstr%C3%B6m,Thomas Ahlström
130,P-07945,Åhlund,Olle,1920-08-22,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Olle_%C3%85hlund,Olle Åhlund
131,P-03818,Ahmadi,Rahman,1980-07-30,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Rahman_Ahmadi,Rahman Ahmadi
132,P-00874,Åhman,Ronald,1957-01-31,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Ronald_%C3%85hman,Ronald Åhman
133,P-03011,Ahmed,Homam,1999-08-25,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Homam_Ahmed,Homam Ahmed
134,P-09567,Ahmed,Issah,1982-05-24,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Issah_Gabriel_Ahmed,Issah Ahmed
135,P-07558,Ahn,Jung-hwan,1976-01-27,0,0,0,1,3,"2002, 2006, 2010",https://en.wikipedia.org/wiki/Ahn_Jung-hwan,Jung-hwan Ahn
136,P-04919,Ahorlu,Stephen,1988-09-05,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Stephen_Ahorlu,Stephen Ahorlu
137,P-04762,Ahumada,Sergio,1948-10-02,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Sergio_Ahumada,Sergio Ahumada
138,P-05542,Aidoo,Joseph,1995-09-29,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Joseph_Aidoo_(Ghanaian_footballer),Joseph Aidoo
139,P-02743,Aigner,Ernst,1966-10-31,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Ernst_Aigner,Ernst Aigner
140,P-07404,Aimar,Pablo,1979-11-03,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Pablo_Aimar,Pablo Aimar
141,P-03109,Aird,Jock,1926-02-18,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Jock_Aird,Jock Aird
142,P-07005,Airosa,Marco,1984-08-06,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Marco_Airosa,Marco Airosa
143,P-09983,Aït Bennasser,Youssef,1996-07-07,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Youssef_A%C3%AFt_Bennasser,Youssef Aït Bennasser
144,P-01988,Aitken,Roy,1958-11-24,0,1,0,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Roy_Aitken,Roy Aitken
145,P-08271,Aiyenugba,Dele,1983-11-20,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Dele_Aiyenugba,Dele Aiyenugba
146,P-08964,Akalé,Kanga,1981-03-07,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Kanga_Akal%C3%A9,Kanga Akalé
147,P-09914,Akanji,Manuel,1995-07-19,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Manuel_Akanji,Manuel Akanji
148,P-05102,Aké,Nathan,1995-02-18,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Nathan_Ak%C3%A9,Nathan Aké
149,P-08743,Akgün,Kaçmaz,1935-02-19,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Ka%C3%A7maz_Akg%C3%BCn,Kaçmaz Akgün
150,P-08760,Akid,Mohamed,1949-07-05,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Mohamed_Akid,Mohamed Akid
151,P-06881,Akinfeev,Igor,1986-04-08,1,0,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Igor_Akinfeev,Igor Akinfeev
152,P-09197,Akita,Yutaka,1970-08-06,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Yutaka_Akita,Yutaka Akita
153,P-06189,Akoto,Eric,1980-07-20,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Eric_Akoto,Eric Akoto
154,P-00585,Akpa Akpro,Jean-Daniel,1992-10-11,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Jean-Daniel_Akpa_Akpro,Jean-Daniel Akpa Akpro
155,P-06285,Akpeyi,Daniel,1986-03-08,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Daniel_Akpeyi,Daniel Akpeyi
156,P-07047,Akwá,not applicable,1977-05-30,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Akw%C3%A1,not applicable Akwá
157,P-05141,Akwuegbu,Benedict,1974-11-03,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Benedict_Akwuegbu,Benedict Akwuegbu
158,P-01520,Akyel,Fatih,1977-12-26,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Fatih_Akyel,Fatih Akyel
159,P-01876,Al-Abed,Nawaf,1990-01-26,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nawaf_Al-Abed,Nawaf Al-Abed
160,P-04640,Al-Aboud,Abdulrahman,1995-06-01,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Abdulrahman_Al-Aboud,Abdulrahman Al-Aboud
161,P-06268,Al-Amri,Abdulelah,1997-01-15,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Abdulelah_Al-Amri,Abdulelah Al-Amri
162,P-01884,Al-Anazi,Awad,1968-09-24,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Awad_Al-Anazi,Awad Al-Anazi
163,P-03511,Al-Anberi,Abdulaziz,1954-01-03,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Abdulaziz_Al-Anberi,Abdulaziz Al-Anberi
164,P-00529,Al-Antaif,Tisir,1974-02-16,1,0,0,0,1,1998,https://en.wikipedia.org/wiki/Tisir_Al-Antaif,Tisir Al-Antaif
165,P-06083,Al-Aqidi,Nawaf,2000-05-10,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Nawaf_Al-Aqidi,Nawaf Al-Aqidi
166,P-07103,Al-Bahri,Ahmed,1980-09-18,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Ahmed_Al-Bahri,Ahmed Al-Bahri
167,P-00523,Al-Bishi,Fahad,1965-09-10,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Fahad_Al-Bishi,Fahad Al-Bishi
168,P-04772,Al-Bishi,Mohamed,1987-05-03,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Mohamed_Al-Bishi,Mohamed Al-Bishi
169,P-06578,Al-Breik,Mohammed,1992-09-15,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Mohammed_Al-Breik,Mohammed Al-Breik
170,P-02096,Al-Bulaihi,Ali,1989-11-21,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Ali_Al-Bulaihi,Ali Al-Bulaihi
171,P-03975,Al-Buloushi,Abdulaziz,1962-12-04,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Abdulaziz_Al-Buloushi,Abdulaziz Al-Buloushi
172,P-02915,Al-Buloushi,Abdullah,1960-02-16,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Abdullah_Al-Buloushi,Abdullah Al-Buloushi
173,P-03083,Al-Buraikan,Firas,2000-05-14,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Firas_Al-Buraikan,Firas Al-Buraikan
174,P-07177,Al-Dakhil,Faisal,1957-08-13,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Faisal_Al-Dakhil,Faisal Al-Dakhil
175,P-04092,Al-Dawod,Saleh,1968-09-24,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Saleh_Al-Dawod,Saleh Al-Dawod
176,P-01519,Al-Dawsari,Nasser,1998-12-19,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nasser_Al-Dawsari,Nasser Al-Dawsari
177,P-00630,Al-Dawsari,Salem,1991-08-19,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Salem_Al-Dawsari,Salem Al-Dawsari
